"","hgnc","ensembl_gene_id","entrez","chromosome","start_position","end_position","strand"
"3521","CNIH3-AS2","ENSG00000233384",102723817,"1",224608130,224618948,"-"
"3522","CCDC136","ENSG00000128596",64753,"7",128790757,128822132,"+"
"3523","GSTK1","ENSG00000197448",373156,"7",143244093,143270854,"+"
"3524","WDR81","ENSG00000276021",124997,"17",1716523,1738599,"+"
"3525","105379549",NA,105379549,NA,NA,NA,NA
"3526","GLO1","ENSG00000124767",2739,"6",38675925,38703145,"-"
"3527","ARHGAP42","ENSG00000165895",143872,"11",100687288,100993941,"+"
"3528","LINC02345","ENSG00000259225",101928227,"15",37980676,38062357,"+"
"3529","WDR11","ENSG00000120008",55717,"10",120851305,120909524,"+"
"3530","ANKRD33B","ENSG00000164236",651746,"5",10564070,10657816,"+"
"3531","AZIN2","ENSG00000142920",113451,"1",33081104,33123492,"+"
"3532","PEAK1","ENSG00000173517",79834,"15",77100656,77420144,"-"
"3533","728723",NA,728723,NA,NA,NA,NA
"3534","JKAMP","ENSG00000050130",51528,"14",59484443,59505410,"+"
"3535","CDKL5","ENSG00000008086",6792,"X",18425583,18653629,"+"
"3536","BEAN1","ENSG00000166546",146227,"16",66427295,66493529,"+"
"3537","SLC6A8","ENSG00000130821",6535,"X",153687926,153696588,"+"
"3538","SLC15A3","ENSG00000110446",51296,"11",60937060,60952653,"-"
"3539","C11orf71","ENSG00000180425",54494,"11",114391443,114400511,"-"
"3540","TIMM9","ENSG00000100575",26520,"14",58408495,58427531,"-"
"3541","PCYT2","ENSG00000185813",5833,"17",81900958,81911432,"-"
"3542","SLC66A1","ENSG00000040487",54896,"1",19312326,19329300,"+"
"3543","PPM1B","ENSG00000138032",5495,"2",44167969,44244384,"+"
"3544","RYK","ENSG00000163785",6259,"3",134065303,134250859,"-"
"3545","BST1","ENSG00000109743",683,"4",15703065,15738313,"+"
"3546","EXD3","ENSG00000187609",54932,"9",137306896,137423211,"-"
"3547","ACOX3","ENSG00000087008",8310,"4",8366282,8440723,"-"
"3548","MORC3","ENSG00000159256",23515,"21",36320189,36386148,"+"
"3549","LGALS1","ENSG00000100097",3956,"22",37675636,37679802,"+"
"3550","CDR2","ENSG00000140743",1039,"16",22345936,22437165,"-"
"3551","MRPS16","ENSG00000182180",51021,"10",73248843,73252693,"-"
"3552","283687",NA,283687,NA,NA,NA,NA
"3553","105369340",NA,105369340,NA,NA,NA,NA
"3554","FAM13A","ENSG00000138640",10144,"4",88725955,89111398,"-"
"3555","SMC2","ENSG00000136824",10592,"9",104094260,104141419,"+"
"3556","DOCK10","ENSG00000135905",55619,"2",224765090,225042468,"-"
"3557","IL16","ENSG00000172349",3603,"15",81159575,81314058,"+"
"3558","CORO7","ENSG00000262246",79585,"16",4354542,4425705,"-"
"3559","MRRF","ENSG00000148187",92399,"9",122264603,122331337,"+"
"3560","GLCCI1","ENSG00000106415",113263,"7",7968796,8094272,"+"
"3561","CD55","ENSG00000196352",1604,"1",207321519,207386804,"+"
"3562","DNAL1","ENSG00000119661",83544,"14",73644875,73703732,"+"
"3563","MIR4750","ENSG00000284394",100616314,"19",49888175,49888230,"+"
"3564","SLC9A3-OT1","ENSG00000188242",25845,"5",466124,473098,"-"
"3565","EI24","ENSG00000149547",9538,"11",125569280,125584684,"+"
"3566","NSUN5","ENSG00000130305",55695,"7",73302516,73308826,"-"
"3567","MRPS18C","ENSG00000163319",51023,"4",83455932,83469735,"+"
"3568","PLEKHA8P1","ENSG00000293316",51054,"12",45139782,45216084,"-"
"3569","NOTCH2NLR","ENSG00000291980",101929796,"1",120723912,120794851,"+"
"3570","ZNF442","ENSG00000198342",79973,"19",12345944,12365905,"-"
"3571","RAB23","ENSG00000112210",51715,"6",57186992,57222307,"-"
"3572","STAG3L5P-PVRIG2P-PILRB","ENSG00000272752",101752399,"7",100336079,100367831,"+"
"3573","TTC9","ENSG00000133985",23508,"14",70641916,70675366,"+"
"3574","RBM7","ENSG00000076053",10179,"11",114400030,114414203,"+"
"3575","YY1","ENSG00000100811",7528,"14",100238298,100282788,"+"
"3576","MIB2","ENSG00000197530",142678,"1",1615454,1630605,"+"
"3577","HNRNPU","ENSG00000153187",3192,"1",244840638,244864560,"-"
"3578","FKRP","ENSG00000181027",79147,"19",46746046,46776988,"+"
"3579","C8orf33","ENSG00000291362",65265,"8",145052465,145066685,"+"
"3580","DIS3L","ENSG00000166938",115752,"15",66293217,66333898,"+"
"3581","CAB39L","ENSG00000102547",81617,"13",49308650,49444064,"-"
"3582","STK39","ENSG00000198648",27347,"2",167954020,168247595,"-"
"3583","PTPN13","ENSG00000163629",5783,"4",86594315,86815171,"+"
"3584","105378235",NA,105378235,NA,NA,NA,NA
"3585","ODC1","ENSG00000115758",4953,"2",10439968,10448327,"-"
"3586","KDM2B","ENSG00000089094",84678,"12",121429096,121582279,"-"
"3587","COA8","ENSG00000256053",84334,"14",103562960,103607523,"+"
"3588","PDIA4","ENSG00000155660",9601,"7",149003062,149028662,"-"
"3589","ZNF83","ENSG00000167766",55769,"19",52612377,52638388,"-"
"3590","KEAP1","ENSG00000079999",9817,"19",10486125,10503558,"-"
"3591","FAM32A","ENSG00000105058",26017,"19",16185380,16192046,"+"
"3592","KRT10","ENSG00000186395",3858,"17",40818117,40822614,"-"
"3593","GPRACR","ENSG00000196979",401554,"9",130140610,130144219,"-"
"3594","UCHL5","ENSG00000116750",51377,"1",193012250,193060080,"-"
"3595","LRP11","ENSG00000120256",84918,"6",149818757,149864359,"-"
"3596","DHRS9","ENSG00000073737",10170,"2",169064789,169096167,"+"
"3597","SPRY1","ENSG00000164056",10252,"4",123396795,123403760,"+"
"3598","CEP97","ENSG00000182504",79598,"3",101724534,101770562,"+"
"3599","ABCF2","ENSG00000033050",10061,"7",151211484,151227205,"-"
"3600","FOXN3-AS1","ENSG00000258920",400236,"14",89417354,89419793,"+"
"3601","GNB2","ENSG00000172354",2783,"7",100673567,100679174,"+"
"3602","GP1BA","ENSG00000185245",2811,"17",4932277,4935023,"+"
"3603","CSGALNACT1","ENSG00000147408",55790,"8",19404161,19758029,"-"
"3604","CDC14B","ENSG00000081377",8555,"9",96490241,96619843,"-"
"3605","SIGLEC5","ENSG00000268500",8778,"19",51610948,51630401,"-"
"3606","ZNF613","ENSG00000176024",79898,"19",51927147,51948759,"+"
"3607","NORAD","ENSG00000260032",647979,"20",36042280,36051018,"-"
"3608","728554",NA,728554,NA,NA,NA,NA
"3609","VDAC1","ENSG00000213585",7416,"5",133971871,134004975,"-"
"3610","STX3","ENSG00000166900",6809,"11",59713456,59805882,"+"
"3611","HOMEZ","ENSG00000290292",57594,"14",23272422,23299796,"-"
"3612","GPI","ENSG00000105220",2821,"19",34359480,34402413,"+"
"3613","CPM","ENSG00000135678",1368,"12",68842197,68971570,"-"
"3614","WFS1","ENSG00000109501",7466,"4",6269849,6303265,"+"
"3615","HOXB6","ENSG00000108511",3216,"17",48595751,48604992,"-"
"3616","MIR5047","ENSG00000284368",100616408,"17",64501214,64501313,"-"
"3617","VAV2","ENSG00000160293",7410,"9",133761894,133992604,"-"
"3618","SLCO3A1","ENSG00000176463",28232,"15",91853708,92172435,"+"
"3619","SDC2","ENSG00000169439",6383,"8",96493813,96611790,"+"
"3620","CD164","ENSG00000135535",8763,"6",109366514,109382467,"-"
"3621","INAVA","ENSG00000163362",55765,"1",200891048,200915742,"+"
"3622","AMN","ENSG00000166126",81693,"14",102922663,102933596,"+"
"3623","NT5C3B","ENSG00000141698",115024,"17",41825057,41836260,"-"
"3624","SERPINI1","ENSG00000163536",5274,"3",167735243,167825569,"+"
"3625","SATB2","ENSG00000119042",23314,"2",199269505,199471266,"-"
"3626","FAM241B","ENSG00000171224",219738,"10",69630247,69633596,"+"
"3627","GOLT1B","ENSG00000111711",51026,"12",21501781,21518408,"+"
"3628","ZNF358","ENSG00000198816",140467,"19",7515292,7521025,"+"
"3629","SMARCA2","ENSG00000080503",6595,"9",1980290,2193624,"+"
"3630","112268184",NA,112268184,NA,NA,NA,NA
"3631","SNCA","ENSG00000145335",6622,"4",89700345,89838315,"-"
"3632","RNF145","ENSG00000145860",153830,"5",159157409,159210053,"-"
"3633","DUSP22","ENSG00000112679",56940,"6",291630,351355,"+"
"3634","KCNQ1","ENSG00000282076",3784,"11",2444654,2849105,"+"
"3635","TMEM120A","ENSG00000189077",83862,"7",75986831,75994656,"-"
"3636","DUS1L","ENSG00000169718",64118,"17",82057506,82065887,"-"
"3637","CST3","ENSG00000101439",1471,"20",23626706,23638473,"-"
"3638","LRP1-AS","ENSG00000259125",105751187,"12",57144620,57147692,"-"
"3639","SEC22C","ENSG00000093183",9117,"3",42547969,42601080,"-"
"3640","AMOTL2","ENSG00000114019",51421,"3",134355347,134375479,"-"
"3641","ZC3H12C","ENSG00000149289",85463,"11",110093392,110171841,"+"
"3642","FUT8","ENSG00000033170",2530,"14",65410592,65744121,"+"
"3643","OIP5-AS1","ENSG00000247556",729082,"15",41283958,41322392,"+"
"3644","SLC2A9","ENSG00000109667",56606,"4",9771153,10054936,"-"
"3645","MGAT5","ENSG00000152127",4249,"2",134119983,134454621,"+"
"3646","LSM7","ENSG00000130332",51690,"19",2321520,2328611,"-"
"3647","BCAM","ENSG00000187244",4059,"19",44809071,44821421,"+"
"3648","HIVEP1","ENSG00000095951",3096,"6",12008762,12164999,"+"
"3649","BEX4","ENSG00000102409",56271,"X",103215108,103217246,"+"
"3650","UQCC5","ENSG00000168273",440957,"3",52534013,52579237,"+"
"3651","MTMR1","ENSG00000063601",8776,"X",150692971,150765108,"+"
"3652","ARHGEF10","ENSG00000274726",9639,"8",1823926,1958641,"+"
"3653","MCM2","ENSG00000073111",4171,"3",127598223,127622436,"+"
"3654","ANKH","ENSG00000154122",56172,"5",14704800,14871778,"-"
"3655","ANKRD42","ENSG00000137494",338699,"11",83193712,83260694,"+"
"3656","MEGF8","ENSG00000105429",1954,"19",42325609,42378769,"+"
"3657","IL2RG","ENSG00000147168",3561,"X",71107404,71112108,"-"
"3658","SPRY3","ENSG00000168939",10251,"X",155612572,155782459,"+"
"3659","PUM1","ENSG00000134644",9698,"1",30931506,31065991,"-"
"3660","PDSS2","ENSG00000164494",57107,"6",107152562,107459564,"-"
"3661","LDB1","ENSG00000198728",8861,"10",102106489,102120368,"-"
"3662","ELP5","ENSG00000288485",23587,"17",7251416,7259940,"+"
"3663","105375566",NA,105375566,NA,NA,NA,NA
"3664","VCAM1","ENSG00000162692",7412,"1",100719742,100739045,"+"
"3665","FAM89A","ENSG00000182118",375061,"1",231018958,231040254,"-"
"3666","SRD5A3-AS1","ENSG00000249700",100506462,"4",55363971,55396096,"-"
"3667","ARPIN","ENSG00000242498",348110,"15",89895006,89912952,"-"
"3668","CYFIP2","ENSG00000055163",26999,"5",157266079,157395595,"+"
"3669","339044",NA,339044,NA,NA,NA,NA
"3670","GLRX","ENSG00000173221",2745,"5",95751319,95822726,"-"
"3671","TMEM59","ENSG00000116209",9528,"1",54026681,54053504,"-"
"3672","UXS1","ENSG00000115652",80146,"2",106093308,106194301,"-"
"3673","GALNT6","ENSG00000139629",11226,"12",51351247,51392867,"-"
"3674","WDR6","ENSG00000178252",11180,"3",49007062,49015953,"+"
"3675","ST18","ENSG00000147488",9705,"8",52110838,52460959,"-"
"3676","ST13","ENSG00000100380",6767,"22",40824535,40856639,"-"
"3677","PURA","ENSG00000185129",5813,"5",140107777,140125619,"+"
"3678","WDR76","ENSG00000092470",79968,"15",43826980,43868412,"+"
"3679","CEP131","ENSG00000141577",22994,"17",81189593,81222999,"-"
"3680","NDUFB10","ENSG00000291930",4716,"16",1959538,1961975,"+"
"3681","RASSF5","ENSG00000266094",83593,"1",206507531,206589448,"+"
"3682","IRF2BPL","ENSG00000119669",64207,"14",77024543,77028708,"-"
"3683","MAGEH1","ENSG00000187601",28986,"X",55452127,55453566,"+"
"3684","MOB3B","ENSG00000120162",79817,"9",27325209,27529814,"-"
"3685","PIR","ENSG00000087842",8544,"X",15384799,15493564,"-"
"3686","UQCRC2","ENSG00000140740",7385,"16",21953288,21983660,"+"
"3687","105369325",NA,105369325,NA,NA,NA,NA
"3688","NCKAP5-AS2","ENSG00000226953",101928161,"2",133264968,133285490,"+"
"3689","FAR1","ENSG00000197601",84188,"11",13668659,13732346,"+"
"3690","SRP54","ENSG00000100883",6729,"14",34981957,35029686,"+"
"3691","AR","ENSG00000169083",367,"X",67544021,67730619,"+"
"3692","RHBDD3","ENSG00000100263",25807,"22",29259872,29268209,"-"
"3693","IGF2R","ENSG00000197081",3482,"6",159969082,160113507,"+"
"3694","PPA2","ENSG00000138777",27068,"4",105369077,105474067,"-"
"3695","LPAR5","ENSG00000184574",57121,"12",6618835,6635960,"-"
"3696","PTMA","ENSG00000187514",5757,"2",231706895,231713551,"+"
"3697","TEC","ENSG00000135605",7006,"4",48135783,48269838,"-"
"3698","LRRC8A","ENSG00000136802",56262,"9",128882133,128918039,"+"
"3699","ETS2","ENSG00000157557",2114,"21",38805183,38824955,"+"
"3700","F11R","ENSG00000158769",50848,"1",160995211,161021175,"-"
"3701","SMARCC1","ENSG00000173473",6599,"3",47585269,47782106,"-"
"3702","NACA","ENSG00000196531",4666,"12",56712305,56731628,"-"
"3703","HMGN1","ENSG00000205581",3150,"21",39342315,39349647,"-"
"3704","IL17RD","ENSG00000144730",54756,"3",57089982,57170306,"-"
"3705","GHRL","ENSG00000157017",51738,"3",10285666,10292947,"-"
"3706","EXOSC7","ENSG00000075914",23016,"3",44975241,45036066,"+"
"3707","101927344",NA,101927344,NA,NA,NA,NA
"3708","RBM45","ENSG00000155636",129831,"2",178112424,178139011,"+"
"3709","LAMP2","ENSG00000005893",3920,"X",120426148,120469365,"-"
"3710","ERO1B","ENSG00000086619",56605,"1",236214681,236282019,"-"
"3711","105375567",NA,105375567,NA,NA,NA,NA
"3712","VPS54","ENSG00000143952",51542,"2",63892146,64019428,"-"
"3713","CINP","ENSG00000100865",51550,"14",102341102,102362916,"-"
"3714","CCDC124","ENSG00000007080",115098,"19",17933015,17943991,"+"
"3715","LAT","ENSG00000213658",27040,"16",28984826,28990784,"+"
"3716","ERGIC1","ENSG00000113719",57222,"5",172834251,172952792,"+"
"3717","BRSK2","ENSG00000291428",9024,"11",1389899,1462689,"+"
"3718","ARHGAP39","ENSG00000147799",80728,"8",144529179,144685846,"-"
"3719","RNASEH1-DT","ENSG00000234171",100506054,"2",3558375,3564842,"+"
"3720","SCD","ENSG00000099194",6319,"10",100347233,100364826,"+"
"3721","RBMS1","ENSG00000153250",5937,"2",160272151,160493807,"-"
"3722","HERC2","ENSG00000277278",8924,"15",28111040,28322179,"-"
"3723","YPEL2","ENSG00000175155",388403,"17",59331655,59401729,"+"
"3724","TOX4","ENSG00000092203",9878,"14",21476597,21499175,"+"
"3725","SRSF8","ENSG00000263465",10929,"11",95066919,95071225,"+"
"3726","FNBP1","ENSG00000187239",23048,"9",129887187,130043189,"-"
"3727","RGCC","ENSG00000102760",28984,"13",41457550,41470871,"+"
"3728","HFE","ENSG00000010704",3077,"6",26087226,26098343,"+"
"3729","CCDC186","ENSG00000165813",55088,"10",114120862,114174232,"-"
"3730","SLC35E1","ENSG00000127526",79939,"19",16549831,16572415,"-"
"3731","POLR2I","ENSG00000105258",5438,"19",36113709,36115213,"-"
"3732","EEF1E1","ENSG00000124802",9521,"6",8073360,8102559,"-"
"3733","NMB","ENSG00000291631",4828,"15",84655129,84658563,"-"
"3734","RTKN","ENSG00000114993",6242,"2",74425835,74442422,"-"
"3735","100506826",NA,100506826,NA,NA,NA,NA
"3736","FBXO17","ENSG00000282954",115290,"19",38941401,38975742,"-"
"3737","MELTF-AS1","ENSG00000228109",100507057,"3",196999460,197004748,"+"
"3738","ADPRM","ENSG00000170222",56985,"17",10697594,10711558,"+"
"3739","MAPK8IP2","ENSG00000008735",23542,"22",50600793,50613981,"+"
"3740","MICOS10","ENSG00000173436",440574,"1",19484403,19629821,"+"
"3741","PPAT","ENSG00000128059",5471,"4",56393362,56435615,"-"
"3742","RPL15","ENSG00000174748",6138,"3",23916591,23924374,"+"
"3743","OGFRL1","ENSG00000119900",79627,"6",71288811,71309059,"+"
"3744","TPST2","ENSG00000128294",8459,"22",26521996,26596717,"-"
"3745","TAGLN","ENSG00000149591",6876,"11",117199370,117207464,"+"
"3746","RPL13A","ENSG00000142541",23521,"19",49487510,49493057,"+"
"3747","DCANP1","ENSG00000251380",140947,"5",135444214,135447348,"-"
"3748","MID1IP1","ENSG00000165175",58526,"X",38801440,38806537,"+"
"3749","TRNP1","ENSG00000253368",388610,"1",26993692,27001912,"+"
"3750","MOXD1","ENSG00000079931",26002,"6",132296055,132401475,"-"
"3751","CNNM3","ENSG00000168763",26505,"2",96816245,96835382,"+"
"3752","PPP1R13B","ENSG00000088808",23368,"14",103733195,103847575,"-"
"3753","NLE1","ENSG00000073536",54475,"17",35128730,35142304,"-"
"3754","MAST3","ENSG00000099308",23031,"19",18097778,18151692,"+"
"3755","XXYLT1","ENSG00000173950",152002,"3",195068284,195271159,"-"
"3756","PEX3","ENSG00000034693",8504,"6",143450805,143490616,"+"
"3757","PCYOX1","ENSG00000116005",51449,"2",70257386,70281185,"+"
"3758","ABCB6","ENSG00000115657",10058,"2",219209772,219218994,"-"
"3759","VPS8","ENSG00000156931",23355,"3",184812143,185052614,"+"
"3760","TMEM254","ENSG00000133678",80195,"10",80078646,80092557,"+"
"3761","DUSP14","ENSG00000275932",11072,"17",37489891,37513501,"+"
"3762","SIGLEC17P","ENSG00000291114",284367,"19",51167328,51173526,"+"
"3763","SIGLEC10","ENSG00000142512",89790,"19",51410020,51417803,"-"
"3764","GAS2L1","ENSG00000185340",10634,"22",29306618,29312787,"+"
"3765","PICK1","ENSG00000100151",9463,"22",38056311,38075701,"+"
"3766","SIAH1","ENSG00000196470",6477,"16",48356364,48448402,"-"
"3767","HOXB5","ENSG00000120075",3215,"17",48591257,48593779,"-"
"3768","PLD3","ENSG00000105223",23646,"19",40348456,40389472,"+"
"3769","RPL3","ENSG00000100316",6122,"22",39312882,39320389,"-"
"3770","SNX11","ENSG00000002919",29916,"17",48103357,48123601,"+"
"3771","107984659",NA,107984659,NA,NA,NA,NA
"3772","FAM50B","ENSG00000145945",26240,"6",3849373,3851320,"+"
"3773","ENOSF1","ENSG00000132199",55556,"18",670318,712662,"-"
"3774","CTSH","ENSG00000103811",1512,"15",78921058,78949574,"-"
"3775","CHP1","ENSG00000187446",11261,"15",41230839,41281887,"+"
"3776","FGFR1","ENSG00000077782",2260,"8",38400215,38468834,"-"
"3777","FABP5","ENSG00000164687",2171,"8",81280536,81284777,"+"
"3778","TP53INP1","ENSG00000164938",94241,"8",94925972,94949378,"-"
"3779","KIF24","ENSG00000186638",347240,"9",34252380,34329268,"-"
"3780","NUP107","ENSG00000111581",57122,"12",68686951,68745809,"+"
"3781","MCM5","ENSG00000100297",4174,"22",35400134,35425431,"+"
"3782","ARHGEF3","ENSG00000163947",50650,"3",56727418,57079329,"-"
"3783","PITHD1","ENSG00000057757",57095,"1",23778418,23788232,"+"
"3784","ZMYM4","ENSG00000146463",9202,"1",35268709,35422058,"+"
"3785","338391",NA,338391,NA,NA,NA,NA
"3786","646450",NA,646450,NA,NA,NA,NA
"3787","MYG1","ENSG00000291835",60314,"12",53299695,53307177,"+"
"3788","GRIN2D","ENSG00000105464",2906,"19",48393668,48444931,"+"
"3789","RUNX1","ENSG00000159216",861,"21",34787801,36004667,"-"
"3790","158960",NA,158960,NA,NA,NA,NA
"3791","TOR2A","ENSG00000160404",27433,"9",127731524,127735313,"-"
"3792","ASPHD1","ENSG00000174939",253982,"16",29900375,29919864,"+"
"3793","NDUFS3","ENSG00000213619",4722,"11",47565336,47584562,"+"
"3794","FAM86DP","ENSG00000288323",692099,"3",75422961,75435110,"-"
"3795","FCN1","ENSG00000085265",2219,"9",134903232,134917912,"-"
"3796","100506100",NA,100506100,NA,NA,NA,NA
"3797","105371056",NA,105371056,NA,NA,NA,NA
"3798","CEBPA","ENSG00000245848",1050,"19",33299934,33302534,"-"
"3799","100499489",NA,100499489,NA,NA,NA,NA
"3800","TTC39A","ENSG00000085831",22996,"1",51287258,51345116,"-"
"3801","492303",NA,492303,NA,NA,NA,NA
"3802","IFT57","ENSG00000114446",55081,"3",108160812,108222435,"-"
"3803","EPHB6","ENSG00000275482",2051,"7",142855061,142871094,"+"
"3804","MACF1","ENSG00000127603",23499,"1",39081316,39487177,"+"
"3805","IGF1R","ENSG00000140443",3480,"15",98648539,98964530,"+"
"3806","RPGR","ENSG00000156313",6103,"X",38269163,38327544,"-"
"3807","UBTD1","ENSG00000165886",80019,"10",97498924,97571206,"+"
"3808","LIN28B","ENSG00000187772",389421,"6",104936616,105083332,"+"
"3809","FKBP14","ENSG00000106080",55033,"7",30010587,30026702,"-"
"3810","GUCD1","ENSG00000138867",83606,"22",24540423,24555935,"-"
"3811","DLEU1","ENSG00000176124",10301,"13",50081725,50906856,"+"
"3812","MRPS17","ENSG00000239789",51373,"7",55951877,55956500,"+"
"3813","EHD3","ENSG00000013016",30845,"2",31234152,31269451,"+"
"3814","PANK1","ENSG00000152782",53354,"10",89579497,89645242,"-"
"3815","NFKB1","ENSG00000109320",4790,"4",102501330,102617302,"+"
"3816","CREB3","ENSG00000107175",10488,"9",35732598,35736999,"+"
"3817","NCAPD3","ENSG00000151503",23310,"11",134150113,134225504,"-"
"3818","JRKL","ENSG00000183340",8690,"11",96389989,96507574,"+"
"3819","CORO1A","ENSG00000102879",11151,"16",30182827,30189076,"+"
"3820","UBXN6","ENSG00000167671",80700,"19",4444999,4457794,"-"
"3821","KCNMA1","ENSG00000156113",3778,"10",76869601,77638369,"-"
"3822","JUND","ENSG00000130522",3727,"19",18279694,18281622,"-"
"3823","107984328",NA,107984328,NA,NA,NA,NA
"3824","TPRG1","ENSG00000188001",285386,"3",188947214,189325304,"+"
"3825","DLAT","ENSG00000150768",1737,"11",112025033,112064404,"+"
"3826","AFG2B","ENSG00000171763",79029,"15",45402336,45421415,"+"
"3827","HMBS","ENSG00000256269",3145,"11",119084866,119093834,"+"
"3828","RCHY1","ENSG00000163743",25898,"4",75479033,75514764,"-"
"3829","NMRK1","ENSG00000106733",54981,"9",75060573,75088217,"-"
"3830","BDH2","ENSG00000164039",56898,"4",103077592,103099870,"-"
"3831","STYX","ENSG00000198252",6815,"14",52730166,52774989,"+"
"3832","GRB10","ENSG00000106070",2887,"7",50590063,50793462,"-"
"3833","ZNF777","ENSG00000196453",27153,"7",149431363,149461062,"-"
